trade_date,open,high,low,close,volume
2026-07-29,36066.2,36357.9,35598.1,36125.6,710000
2026-07-30,35495.2,35885.5,35282.0,35619.5,4133200
2026-07-31,36307.2,36576.2,35629.7,36149.8,2745800
2026-08-01,35940.5,36229.0,35544.8,35760.0,3262800
2026-08-02,36297.2,36694.8,35828.2,36146.8,2269900
2026-08-03,35806.6,36388.4,35436.7,35692.5,3669400
2026-08-04,36580.9,36710.4,35822.6,36202.3,2987000
2026-08-05,35914.4,36273.8,35590.4,35799.4,3919000
2026-08-06,36252.1,36417.7,35403.7,35750.5,1629200
2026-08-07,35887.1,36323.8,35631.8,35846.3,2094700
2026-08-08,35367.5,35488.6,34901.8,35271.6,3338900
2026-08-09,35833.8,35840.5,35094.1,35394.9,555000
2026-08-10,35610.4,35700.2,34952.9,35247.2,4315900
2026-08-11,35284.4,35378.6,34330.1,34826.5,4943400
2026-08-12,35925.3,35946.4,35039.2,35292.5,2961600
2026-08-13,35928.7,36078.6,35136.4,35833.2,4189900
