trade_date,open,high,low,close,volume
2026-07-22,46411.1,46899.6,45308.2,46230.4,3501300
2026-07-23,46265.3,46860.0,46181.1,46626.8,1932700
2026-07-24,47584.5,47677.9,46649.0,47298.9,1927900
2026-07-25,45740.7,46693.2,45564.4,46456.0,1846100
2026-07-26,45160.5,46168.7,45098.7,45679.7,1830700
2026-07-27,44810.1,45615.4,44366.4,45262.6,3435500
2026-07-28,44725.5,45519.4,44218.6,45019.4,4018800
2026-07-29,44475.6,44570.0,43651.7,44342.1,3026400
2026-07-30,43808.7,43810.0,42734.0,43473.8,4218200
2026-07-31,44244.3,45041.3,44057.0,44317.1,3969100
2026-08-01,45681.0,45810.2,44398.2,45007.9,3597100
2026-08-02,43531.9,44849.3,43313.1,44184.5,581100
2026-08-03,43889.3,44917.6,43821.5,44147.5,1922700
2026-08-04,43929.8,44234.7,43343.2,43744.0,1298900
2026-08-05,44272.9,44432.2,43438.1,43945.4,1843200
2026-08-06,44310.1,44789.1,43767.8,44159.2,944600
2026-08-07,43763.2,44055.9,43292.3,43696.5,752800
2026-08-08,45119.1,45164.2,44140.8,44421.7,2218000
2026-08-09,45249.1,45884.1,44704.8,45110.3,3410200
2026-08-10,45939.0,46312.3,45150.1,45893.8,4774400
2026-08-11,45987.6,46666.9,44910.9,45785.0,1488100
2026-08-12,46023.2,46690.3,45825.2,46262.2,917900
2026-08-13,45878.7,46682.3,45771.3,46170.9,1240000
