trade_date,open,high,low,close,volume
2026-07-06,25057.7,25301.9,24667.0,24919.7,3624500
2026-07-07,25151.6,25381.6,24573.4,24971.4,979600
2026-07-08,25038.8,25540.3,24825.3,25097.1,3723700
2026-07-09,25217.2,25637.7,25172.2,25304.8,4214200
2026-07-10,25601.9,26157.6,25590.5,25776.3,4987100
2026-07-11,25652.0,25946.4,25086.5,25572.5,1980100
2026-07-12,24842.2,25283.8,24760.3,25117.6,1947700
2026-07-13,25415.5,25425.7,24975.6,25222.5,2630400
2026-07-14,25409.9,25759.8,25039.0,25390.2,2064500
2026-07-15,25457.7,26201.5,25279.4,25690.9,2571800
2026-07-16,25963.4,26398.0,25828.5,26094.5,2941400
2026-07-17,25467.4,25990.3,25422.6,25804.9,2409700
2026-07-18,25920.7,26133.2,25770.0,25985.8,4767400
2026-07-19,25881.0,26037.7,25631.1,25837.0,3895600
2026-07-20,25461.0,25762.1,25258.9,25539.0,3551600
2026-07-21,26370.4,26378.6,25648.9,26037.0,2003200
2026-07-22,25491.5,26058.9,25347.3,25595.0,3787600
2026-07-23,25510.8,26285.8,25459.0,25951.1,955300
2026-07-24,26358.5,26473.6,25626.4,26002.9,4803000
2026-07-25,26268.1,26917.8,25979.7,26450.4,1324100
2026-07-26,26546.6,26858.1,26255.2,26431.5,1146700
2026-07-27,26795.7,27052.0,26719.1,26897.0,3432300
2026-07-28,26889.1,27261.6,26346.5,26833.9,3158200
2026-07-29,26640.2,27033.9,26208.5,26664.0,3834400
2026-07-30,26667.8,27098.9,26140.0,26642.4,4987200
2026-07-31,26446.9,27126.0,26343.9,26848.9,4273700
2026-08-01,27041.6,27576.5,26849.5,27324.3,2438900
2026-08-02,27528.6,27555.1,26757.6,27044.8,4115400
2026-08-03,26772.9,27004.4,26158.0,26655.1,3505200
2026-08-04,26981.9,27251.8,26316.6,26747.4,4580400
2026-08-05,26549.5,27269.1,26537.1,26818.9,3830000
2026-08-06,26491.9,26774.0,25877.6,26285.9,3430500
2026-08-07,26562.9,26674.7,26151.5,26393.7,2304900
2026-08-08,26130.6,26515.5,25918.3,26133.3,4613800
2026-08-09,25637.8,26108.5,25492.7,25924.0,3718800
2026-08-10,25593.2,25982.6,25258.3,25670.6,2898000
2026-08-11,25008.6,25690.4,24955.9,25256.5,2226900
2026-08-12,25099.4,25101.5,24473.0,24814.2,4586900
2026-08-13,25005.6,25176.1,24434.0,24914.2,2523000
