trade_date,open,high,low,close,volume
2026-06-17,29852.2,29878.8,29513.5,29714.0,1663700
2026-06-18,29261.1,29701.4,28944.1,29223.5,2688100
2026-06-19,29084.4,29791.6,28960.2,29380.0,1099600
2026-06-20,29805.8,29997.1,29397.0,29766.0,3322300
2026-06-21,30018.0,30774.2,29930.9,30221.3,1826800
2026-06-22,29812.6,29897.6,29420.1,29730.1,3685100
2026-06-23,30235.7,30820.3,29710.6,30270.2,659600
2026-06-24,29396.1,30162.3,29316.0,29822.5,2444100
2026-06-25,30543.9,30773.9,29840.8,30282.2,4546300
2026-06-26,30528.1,30540.6,30047.5,30289.2,4033700
2026-06-27,30217.8,30719.7,29697.3,30205.3,1269800
2026-06-28,29613.4,29922.6,29441.3,29737.3,4084900
2026-06-29,29889.5,30190.0,29129.9,29653.6,4667800
2026-06-30,29798.0,30167.6,29394.4,29799.3,2860200
2026-07-01,30444.8,30469.4,29550.9,29918.9,3781500
2026-07-02,29723.8,30162.0,29435.4,30002.8,1861400
2026-07-03,29756.4,30193.2,29408.9,29879.6,4241100
2026-07-04,29482.2,30204.7,29169.9,29718.5,1058900
2026-07-05,29433.1,29558.4,28832.8,29359.5,3912500
2026-07-06,29038.1,29249.3,28468.0,28889.7,3786000
2026-07-07,28894.0,29494.9,28749.6,29015.4,1572300
2026-07-08,28827.6,29168.3,28670.4,28847.0,2696800
2026-07-09,28917.6,29189.1,28380.8,28912.2,4334800
2026-07-10,28941.1,29301.8,28603.8,28762.2,1625900
2026-07-11,29143.2,29544.9,29095.8,29297.6,3519400
2026-07-12,29482.1,29819.0,28838.0,29346.2,3276300
2026-07-13,28943.5,29318.2,28714.1,29094.5,4349800
2026-07-14,28758.6,29307.4,28398.4,28773.4,3732800
2026-07-15,28000.0,28791.1,27985.3,28423.3,3471100
2026-07-16,27988.4,28713.8,27970.3,28316.8,2656800
2026-07-17,28546.3,28828.4,28227.4,28547.4,4524000
2026-07-18,28553.6,29204.9,28483.6,28892.1,2869400
2026-07-19,28099.6,28520.0,28025.9,28342.2,4654700
2026-07-20,29129.9,29235.5,28706.6,28881.9,4527900
2026-07-21,28251.9,29058.5,28077.4,28548.5,3201000
2026-07-22,28424.9,28530.7,27885.8,28207.4,954300
2026-07-23,27903.5,28006.8,27183.5,27681.5,1703500
2026-07-24,28171.2,28471.5,27636.8,28055.8,683500
2026-07-25,28440.0,28478.3,27699.5,28122.5,2892900
2026-07-26,27813.4,28192.1,27428.4,27645.9,1120600
2026-07-27,27010.6,27379.8,26781.5,27102.6,2358600
2026-07-28,27219.7,27535.7,26685.1,27223.0,3526000
2026-07-29,27170.2,27432.5,26913.8,27093.9,2209200
2026-07-30,27305.1,27849.5,26855.2,27387.9,3909700
2026-07-31,27254.2,27606.5,26931.2,27232.9,4152400
2026-08-01,27431.7,28109.0,27335.9,27765.9,1705600
2026-08-02,27738.2,28206.1,27523.8,27895.4,1212800
2026-08-03,27950.6,28182.2,27413.4,27965.1,1939200
2026-08-04,27266.9,27889.8,27253.9,27490.8,3584100
2026-08-05,27238.1,27697.9,27207.9,27353.8,2619500
2026-08-06,27296.4,27737.2,26894.0,27247.0,1668300
2026-08-07,26996.6,27343.7,26700.0,27003.4,4130100
2026-08-08,26569.2,26740.8,26141.0,26565.7,2740200
2026-08-09,27140.8,27257.0,26656.7,26879.3,4032100
2026-08-10,27047.2,27348.8,26438.6,26889.5,4602800
2026-08-11,27231.3,27519.2,26933.0,27283.9,577300
2026-08-12,27453.5,27485.5,26835.7,27243.3,1586500
2026-08-13,26870.6,27195.9,26736.6,26920.2,2410300
