trade_date,open,high,low,close,volume
2026-07-12,27730.0,27794.2,27254.2,27507.8,2724800
2026-07-13,28258.4,28265.9,27573.7,27806.7,2085000
2026-07-14,27825.8,27944.8,27198.3,27629.4,1309600
2026-07-15,27830.1,28043.1,27394.0,27651.1,4895000
2026-07-16,27350.1,27800.4,27134.3,27628.4,1406000
2026-07-17,27914.6,28339.0,27905.8,28067.2,4871800
2026-07-18,27628.7,28040.9,27232.2,27751.2,4089100
2026-07-19,27969.1,28767.6,27815.3,28253.2,3918300
2026-07-20,28146.6,28388.7,27754.0,28072.1,2861100
2026-07-21,28490.1,28805.2,28176.3,28370.6,573400
2026-07-22,28121.5,28737.4,27980.7,28364.1,3207600
2026-07-23,27642.0,28186.5,27493.2,27888.2,4260000
2026-07-24,28258.2,28267.0,27839.8,27995.8,4666400
2026-07-25,27718.9,28065.9,27228.9,27740.6,2502200
2026-07-26,27801.3,28450.7,27529.4,28022.1,4205300
2026-07-27,28553.2,29082.3,28164.6,28575.2,2915300
2026-07-28,28852.6,29491.3,28582.8,29067.6,3350100
2026-07-29,28856.5,29473.1,28643.5,29082.6,3621800
2026-07-30,28925.8,29264.1,28630.4,28957.1,3576800
2026-07-31,29164.8,29493.5,28549.0,28923.9,2988700
2026-08-01,29693.1,29930.5,29208.6,29426.2,3590400
2026-08-02,28968.4,29367.2,28782.9,29009.4,3230600
2026-08-03,29047.1,29520.2,28568.3,28987.8,4306400
2026-08-04,28567.5,29103.5,28092.9,28588.1,4299800
2026-08-05,28448.8,28725.0,27981.0,28318.7,990600
2026-08-06,27953.7,28174.6,27537.2,28016.5,4372200
2026-08-07,28668.4,28844.2,27972.7,28485.2,666200
2026-08-08,29327.3,29372.9,28433.8,28978.9,613600
2026-08-09,29474.8,29680.6,28808.4,29269.4,4687500
2026-08-10,29228.5,29544.2,28915.6,29276.0,2856400
2026-08-11,29565.9,29592.8,28788.7,29323.6,2762500
2026-08-12,28940.7,29452.4,28840.2,29168.2,1303100
2026-08-13,28473.1,29032.1,28396.3,28631.8,3504400
